Date,Name of customer,Title,Device,Tasks classification,Ticket id,Assigned to,Assisted by,Description
2025-04-07 08:43:53,Bharatpur Samudayik Hospital (BSH),encoder issue,BA200,Break Down Calls,#1733884552,Ashish Pathak,N/A,
2025-01-07 18:14:26,Bharatpur Samudayik Hospital (BSH),encoder issue,BA200,Break Down Calls,#1733884072,Ashish Pathak,N/A,
2024-12-26 14:49:57,Bharatpur Samudayik Hospital (BSH),encoder issue,BA200,Break Down Calls,#1733883999,Ashish Pathak,N/A,
2025-09-08 23:14:46,Bharatpur Samudayik Hospital (BSH),followup machine,Liaison,Break Down Call (On Site),#1733885308,Ashish Pathak,N/A,
2024-10-29 14:12:11,Bharatpur Samudayik Hospital (BSH),FT3  FT4 Callibration Issue,Liaison,Break Down Calls,#5621426,Ashish Pathak,N/A,
2024-07-19 11:33:06,Bharatpur Samudayik Hospital (BSH),fT3 Calibration,Liaison,Break Down Calls,#8356661,N/A,N/A,
2024-12-31 17:06:36,Bharatpur Samudayik Hospital (BSH),ft3 low issue,Liaison,Break Down Calls,#1733884023,Ashish Pathak,N/A,
2024-08-12 15:25:12,Bharatpur Samudayik Hospital (BSH),"Ft3,ft4calibration issue",Liaison,Break Down Calls,#6679557,Ashish Pathak,N/A,
2025-03-05 20:59:20,Bharatpur Samudayik Hospital (BSH),ft4 calibration issue,Liaison,Break Down Calls,#1733884407,Ashish Pathak,N/A,
2024-10-03 17:54:20,Bharatpur Samudayik Hospital (BSH),FT4 calibration issue,Liaison,Break Down Calls,#3341260,Ashish Pathak,N/A,
2025-10-07 11:00:19,Bharatpur Samudayik Hospital (BSH),General Visit,BA200,N/A,#1733885451,Ashish Pathak,N/A,
2024-11-23 18:53:00,Bharatpur Samudayik Hospital (BSH),Incubator loader issue,Liaison,Break Down Calls,#3628341,Ashish Pathak,N/A,
2024-12-29 17:17:55,Bharatpur Samudayik Hospital (BSH),Installation of machine,BTS,Installation,#1733884015,Ashish Pathak,N/A,
2025-07-29 23:09:34,Bharatpur Samudayik Hospital (BSH),issue in chamber tranport,Liaison,Break Down Call (On Site),#1733885108,Ashish Pathak,N/A,
2025-05-27 21:49:30,Bharatpur Samudayik Hospital (BSH),lyse sensor issue,H33s,Break Down Calls,#1733884760,Ashish Pathak,N/A,
2025-01-27 19:22:52,Bharatpur Samudayik Hospital (BSH),lyse sensor issue,H33s,Break Down Calls,#1733884182,Ashish Pathak,N/A,
2025-06-20 18:39:55,Bharatpur Samudayik Hospital (BSH),machine not on,Z50,PMS,#1733884897,Ashish Pathak,N/A,
2025-10-31 12:45:30,Bharatpur Samudayik Hospital (BSH),Open Loop Control Issue,Liaison,Break Down Call (On Site),#1733885529,Ashish Pathak,N/A,
2025-10-30 16:39:03,Bharatpur Samudayik Hospital (BSH),PMS,Liaison,PMS,#1733885527,Ashish Pathak,N/A,
2025-04-28 17:53:28,Bharatpur Samudayik Hospital (BSH),PMS of BTS,BTS,PMS,#1733884635,Ashish Pathak,N/A,
2025-04-28 17:56:52,Bharatpur Samudayik Hospital (BSH),PMS of Liaison,Liaison,PMS,#1733884639,Ashish Pathak,N/A,
2026-01-21 09:47:25,Bharatpur Samudayik Hospital (BSH),PMS of the machine,BA200,Break Down Call (On Site),#1733885872,Ashish Pathak,N/A,
2025-01-23 17:10:56,Bharatpur Samudayik Hospital (BSH),PMS of the machine,Liaison,PMS,#1733884156,Ashish Pathak,N/A,
2025-01-23 17:10:15,Bharatpur Samudayik Hospital (BSH),PMS of the machine,BA200,PMS,#1733884155,Ashish Pathak,N/A,
2024-12-13 17:38:10,Bharatpur Samudayik Hospital (BSH),Pusher issue,Liaison,Break Down Calls,#1733883923,Ashish Pathak,N/A,
2025-08-12 11:34:12,Bharatpur Samudayik Hospital (BSH),result out of range,i-SMART 30 PRO,Break Down Call (On Site),#1733885167,Ashish Pathak,N/A,
2024-10-06 09:49:58,Bharatpur Samudayik Hospital (BSH),Results Issue,Z50,Break Down Calls,#9286760,Ashish Pathak,N/A,
2024-09-08 13:33:30,Bharatpur Samudayik Hospital (BSH),Results Issue,i-SMART 30 PRO,Break Down Calls,#6496781,Ashish Pathak,N/A,
2025-04-09 21:32:26,Bharatpur Samudayik Hospital (BSH),RINSE SENSOR ISSUE,H33s,Break Down Calls,#1733884564,Ashish Pathak,N/A,
2025-02-09 16:37:09,Bharatpur Samudayik Hospital (BSH),rotor home error,BA200,Break Down Calls,#1733884249,Ashish Pathak,N/A,
2024-11-12 13:59:21,Bharatpur Samudayik Hospital (BSH),rotor home error,BA200,Break Down Calls,#9320490,Ashish Pathak,N/A,
2026-05-05 09:24:11,Bharatpur Samudayik Hospital (BSH),sample aspiration issue,BA200,Break Down Call (On Site),#1733886234,Ashish Pathak,N/A,
2025-05-20 22:02:37,Bharatpur Samudayik Hospital (BSH),sample aspiration qc setup,BA200,Break Down Calls,#1733884725,Ashish Pathak,N/A,
2025-10-27 10:07:52,Bharatpur Samudayik Hospital (BSH),Samples and reagent step loss issue,BA200,Break Down Call (On Site),#1733885510,Ashish Pathak,N/A,
2025-01-07 18:12:41,Bharatpur Samudayik Hospital (BSH),sodium error,i-SMART 30 PRO,Break Down Calls,#1733884070,Ashish Pathak,N/A,
2024-08-13 11:31:09,Bharatpur Samudayik Hospital (BSH),Software issue,Z50,Break Down Calls,#4579491,Ashish Pathak,N/A,
2024-12-06 15:49:30,Bharatpur Samudayik Hospital (BSH),Starter detection board issue,Liaison,Break Down Calls,#5381205,Ashish Pathak,N/A,
2024-09-23 12:59:51,Bharatpur Samudayik Hospital (BSH),Total Protein Program,BA200,Break Down Calls,#4831031,Ashish Pathak,N/A,
2025-04-21 21:47:12,Bharatpur Samudayik Hospital (BSH),tsh calibration,Liaison,Break Down Calls,#1733884607,Ashish Pathak,N/A,
2024-11-07 10:32:13,Bharatpur Samudayik Hospital (BSH),TSH calibration issue,Liaison,Break Down Calls,#4459477,Ashish Pathak,N/A,
2025-05-09 19:48:26,Bharatpur Samudayik Hospital (BSH),tsh issue,Liaison,Break Down Calls,#1733884673,Ashish Pathak,N/A,
2024-08-28 14:43:15,Bharatpur Samudayik Hospital (BSH),Voltage abnormal,Z50,Break Down Calls,#6885812,Ashish Pathak,N/A,
2025-07-09 22:45:45,Bharatpur Samudayik Hospital (BSH),Voltage issue,Z50,Break Down Call (On Site),#1733884997,Ashish Pathak,N/A,
2026-04-22 16:09:53,Bharatpur Samudayik Hospital (BSH),Wash station Collision,BA200,Break Down Call (On Site),#1733886192,Ashish Pathak,N/A,
2025-06-17 19:14:36,Bharatpur Samudayik Hospital (BSH),washer and chamber issue,Liaison,Break Down Call (On Site),#1733884870,Ashish Pathak,N/A,
2025-07-22 22:25:19,Bharatpur Samudayik Hospital (BSH),washer assembly issue,Liaison,Break Down Call (On Site),#1733885067,Ashish Pathak,N/A,
2025-09-17 20:51:05,Bharatpur Samudayik Hospital (BSH),washer inspection issue,Liaison,Break Down Call (On Site),#1733885332,Ashish Pathak,N/A,
2025-08-07 14:14:35,Bharatpur Samudayik Hospital (BSH),Washer issue,Liaison,Break Down Call (On Site),#1733885156,Ashish Pathak,N/A,
2024-10-22 12:28:07,Bharatpur Samudayik Hospital (BSH),washer jam issue,Liaison,Break Down Calls,#6876581,Ashish Pathak,N/A,
2025-01-17 09:44:41,Bharatpur Samudayik Hospital (BSH),washer overflow,Liaison,Break Down Calls,#1733884117,Ashish Pathak,N/A,
2026-06-01 17:30:23,Bharatpur Samudayik Hospital (BSH),washer transport issue,BA200,Break Down Call (On Site),#1733886328,Ashish Pathak,N/A,
2025-12-16 17:11:24,Bharatpur Samudayik Hospital (BSH),washer transport issue,Liaison,Break Down Call (On Call),#1733885734,Ashish Pathak,N/A,
2025-09-25 16:56:31,Bharatpur Samudayik Hospital (BSH),washer transport issue,Liaison,Break Down Call (On Site),#1733885421,Ashish Pathak,N/A,
2025-04-09 21:31:55,Bharatpur Samudayik Hospital (BSH),Washer transport issue,Liaison,Break Down Calls,#1733884563,Ashish Pathak,N/A,
2024-11-15 11:15:28,Bharatpur Samudayik Hospital (BSH),Washer tubes leaking,Liaison,Break Down Calls,#5785316,Ashish Pathak,N/A,
2025-01-13 16:56:22,Bharatpur Samudayik Hospital (BSH),Water tank limit,BA200,Break Down Calls,#1733884103,Ashish Pathak,N/A,
2025-06-29 21:39:27,Bharatpur Samudayik Hospital (BSH),wbc clog,Z50,Break Down Call (On Site),#1733884948,Ashish Pathak,N/A,
2025-06-02 14:52:03,Bharatpur Samudayik Hospital (BSH),wbc clog,H33s,Break Down Calls,#1733884783,Ashish Pathak,N/A,
2025-06-02 10:09:15,Bharosha Hospital Chitwan Pvt. Ltd.,Installation of Ergodisc 165 and vacumat,Ergodisc 165,Installation,#1733884780,Ashish Pathak,N/A,
2025-05-19 18:02:36,Bhim Hospital,cartridge issue,i-SMART CARE 10,Break Down Calls,#1733884720,Ashish Pathak,N/A,
2026-05-17 16:01:22,Bibhuti Hospital,A15- Lamp Expiry,A15,Break Down Call (On Site),#1733886280,Binita Paudel,N/A,
2024-12-31 17:24:47,Bibhuti Hospital,followup of machine,i-SMART 30 PRO,OnSite Visit,#1733884025,N/A,N/A,
2025-11-09 09:32:16,Bibhuti Hospital,Lamp expiration,A15,Break Down Call (On Site),#1733885577,Binita Paudel,Samir Paudel,
2025-10-27 10:15:26,Bir Hospital, Vacuum Motor issue,Taski Swingo 755,Break Down Call (On Site),#1733885514,Sanu Kaji Tha,N/A,
2026-01-16 14:35:43,Bir Hospital,check ventilator,NKV 550,Break Down Call (On Site),#1733885857,Samir Paudel,Abiral Dulal,
2024-11-27 15:59:08,Bir Hospital,exhalation valve issue,NKV 550,Break Down Calls,#6402346,Pratikshya Budhathoki,"NishenAdhikari,",
2026-05-11 17:02:47,Bir Hospital,flow sensor exhalation faulty,NKV 550,Break Down Call (On Site),#1733886257,Samir Paudel,N/A,
2025-09-23 13:57:57,Bir Hospital,NKV 550,NKV 550,Break Down Call (On Site),#1733885401,Samir Paudel,Abiral Dulal,
2025-08-19 09:38:11,Bir Hospital,o2 sensor fault,NKV 550,Break Down Call (On Site),#1733885209,Samir Paudel,Abiral Dulal,
2024-06-12 16:22:12,Bir Hospital,PMS ,NKV 550,PMS,#9611635,N/A,N/A,
2024-06-12 16:21:36,Bir Hospital,PMS ,NKV 550,PMS,#8849461,N/A,N/A,
2024-06-12 16:20:32,Bir Hospital,PMS ,NKV 550,PMS,#4673414,N/A,N/A,
2025-08-07 14:15:42,Bir Hospital,spare change,Ergodisc 165,Break Down Call (On Site),#1733885158,Sanu Kaji Tha,N/A,
2025-05-16 22:22:43,Bir Hospital,swingo 755 check,Ergodisc 165,Break Down Calls,#1733884708,Sanu Kaji Tha,N/A,
2025-08-17 14:35:55,Bir Hospital,swingo maintenance,Taski Swingo 755,Break Down Call (On Site),#1733885200,Sanu Kaji Tha,N/A,
2025-02-21 16:37:12,Bir Hospital,system leak,NKV 550,Break Down Calls,#1733884327,Samir Paudel,N/A,
2024-06-23 16:06:30,Bir Hospital,To check Ventilator,NKV 550,Break Down Calls,#3962932,Pratikshya Budhathoki,N/A,
2024-12-15 08:10:06,Bir Hospital,Ventilator - PMS and Expiry ALERT !! (Batch #7),NKV 550,PMS,#1733883929,Samir Paudel,N/A,
2025-08-05 22:23:36,Bir Hospital,ventilator issue,NKV 550,Break Down Call (On Site),#1733885140,Samir Paudel,N/A,
2024-12-05 16:37:48,Bir Hospital,Ventilator issue,NKV 550,Break Down Calls,#1520475,Samir Paudel,N/A,
2024-11-26 13:43:14,Bir Hospital,Ventilator Issue,NKV 550,Break Down Calls,#9523609,Samir Paudel,"NishenAdhikari,",
2024-10-30 17:37:52,Bir Hospital,Ventilator Issue,NKV 550,OnSite Visit,#3712077,Prabhakar Neupane,N/A,
2024-10-17 17:50:13,Bir Hospital,Ventilator Issue,NKV 550,Break Down Calls,#2633073,N/A,Prasanna Sigdel,
2025-06-01 09:49:06,Bir Hospital,ventilator oxygen change,NKV 550,Break Down Calls,#1733884775,Samir Paudel,N/A,
2025-01-12 05:04:06,Birat Medical College Teaching Hospital,Asclepion - PMS and Expiry Alert !! (1),AlexStar DUO,PMS,#1733884094,Anil Mandal,N/A,
2025-01-17 05:04:05,Birat Medical College Teaching Hospital,Asclepion - PMS and Expiry Alert !! (2),AlexStar DUO,N/A,#1733884116,Anil Mandal,N/A,
2025-05-15 20:09:16,Birat Medical College Teaching Hospital,board change in Wholebody Phototherapy,Wholebody Phototherapy,Break Down Calls,#1733884704,Anil Mandal,N/A,
2024-12-10 15:04:35,Birat Medical College Teaching Hospital,Diode laser issue,AlexStar DUO,Break Down Calls,#6637235,Anil Mandal,N/A,
2024-11-05 14:39:56,Birat Medical College Teaching Hospital,General follow up of machine,Hydra Pro MF Gold,OnSite Visit,#6030956,Pratikshya Budhathoki,Anil Mandal,
2025-02-06 15:27:03,Birat Medical College Teaching Hospital,issue in pcr,Cielo6,Break Down Calls,#1733884226,Anil Mandal,N/A,
2025-04-13 21:55:55,Birat Medical College Teaching Hospital,issue in Wholebody Phototherapy,Wholebody Phototherapy,Break Down Calls,#1733884575,Anil Mandal,N/A,
2025-03-25 22:11:51,Birat Medical College Teaching Hospital,machine check,Cielo6,N/A,#1733884513,Anil Mandal,N/A,
2025-04-07 18:34:59,Birat Medical College Teaching Hospital,pcr issue,Cielo6,Break Down Calls,#1733884559,Anil Mandal,N/A,
2025-02-16 16:41:14,Birat Medical College Teaching Hospital,pcr protocol,Cielo6,Break Down Calls,#1733884287,Samir Paudel,N/A,
2025-11-13 11:00:07,Birat Medical College Teaching Hospital,PMS of the machine,AlexStar DUO,Break Down Call (On Site),#1733885593,Abiral Dulal,N/A,
2024-09-20 18:26:35,Birat Medical College Teaching Hospital,Suction Motor Issue,Hydra Pro MF Gold,Break Down Calls,#1522340,Sujan Babu Karki,"PradipBaral,",
2024-10-08 17:34:34,Birendra Army Hospital,Issue in hand piece,Fire-XEL,Break Down Calls,#9846603,Prabhakar Neupane,"SujanBabuKarki,",
2025-12-18 10:38:15,Birendra Army Hospital,issue in swingo,Taski Swingo 455,Break Down Call (On Site),#1733885737,Sanu Kaji Tha,N/A,
2025-02-28 17:13:17,Capital Medical Center Pvt. Ltd.,calibrator setup,BA200,Break Down Calls,#1733884380,Sneha,N/A,
2025-11-26 11:23:35,Capital Medical Center Pvt. Ltd.,pms and breakdown of machine,BA200,PMS,#1733885643,Sneha,N/A,
2025-02-09 10:54:30,Capital Medical Center Pvt. Ltd.,PMS of BA200,BA200,PMS,#1733884241,Abiral Dulal,N/A,
2025-06-17 10:34:19,Capital Medical Center Pvt. Ltd.,PMS of the machine,BA200,PMS,#1733884863,Abiral Dulal,N/A,
2026-02-01 12:12:38,Capital Medical Center Pvt. Ltd.,Rotor overflow issue,BA200,Break Down Call (On Site),#1733885911,Abiral Dulal,Pratikshya Budhathoki,
2024-11-15 15:39:09,Capital Medical Center Pvt. Ltd.,PMS of BA200 at Capital Medical Center Pvt. Ltd.,BA200,PMS,#1731664449,N/A,N/A,
2025-07-25 20:33:27,Central Diagnostic Laboratory & Research Center (CDL),application issue,BA400,Break Down Call (On Site),#1733885078,Samir Paudel,N/A,
2026-05-19 15:21:05,Central Diagnostic Laboratory & Research Center (CDL),Break Down issue,BA400,Break Down Call (On Site),#1733886287,Abiral Dulal,N/A,
2025-07-18 10:10:54,Central Diagnostic Laboratory & Research Center (CDL),Breakdown,BA400,Break Down Call (On Site),#1733885045,Samir Paudel,Sujan Babu Karki,
2026-05-31 12:09:27,Central Diagnostic Laboratory & Research Center (CDL),CHANGE SENSOR,BA400,Break Down Call (On Site),#1733886321,Sneha,N/A,
2025-11-26 11:22:13,Central Diagnostic Laboratory & Research Center (CDL),collision error in reagent arm,BA400,Break Down Call (On Site),#1733885641,Samir Paudel,Abiral Dulal,
2025-12-19 13:07:07,Central Diagnostic Laboratory & Research Center (CDL),communication board change,BA400,Break Down Call (On Site),#1733885744,Samir Paudel,Prabhakar Neupane,
2025-12-05 17:13:46,Central Diagnostic Laboratory & Research Center (CDL),communication error,BA400,Break Down Call (On Site),#1733885695,Samir Paudel,Abiral Dulal,
2025-12-02 09:41:51,Central Diagnostic Laboratory & Research Center (CDL),communication error,BA400,Break Down Call (On Call),#1733885677,Abiral Dulal,N/A,
2025-11-13 16:37:32,Central Diagnostic Laboratory & Research Center (CDL),communication error,BA400,Break Down Call (On Call),#1733885599,Samir Paudel,N/A,
2025-07-11 11:17:21,Central Diagnostic Laboratory & Research Center (CDL),Creatinine Issue,BA400,Break Down Call (On Site),#1733885008,Samir Paudel,N/A,
2025-12-03 13:16:03,Central Diagnostic Laboratory & Research Center (CDL),followup of machine with communication error,BA400,Break Down Call (On Site),#1733885686,Abiral Dulal,N/A,
2025-11-07 10:19:18,Central Diagnostic Laboratory & Research Center (CDL),FollowUp- Urea result issue,BA400,Break Down Call (On Site),#1733885573,Samir Paudel,N/A,
2025-12-29 17:08:29,Central Diagnostic Laboratory & Research Center (CDL),Home sensor error,BA400,Break Down Call (On Site),#1733885794,Samir Paudel,N/A,
2025-05-25 18:43:38,Central Diagnostic Laboratory & Research Center (CDL),Installation of machine,BA400,Installation,#1733884746,Prabhakar Neupane,Samir Paudel,
2025-10-17 17:02:30,Central Diagnostic Laboratory & Research Center (CDL),Issue in the machine,BA400,Break Down Call (On Site),#1733885494,Samir Paudel,N/A,
2025-10-29 12:48:43,Central Diagnostic Laboratory & Research Center (CDL),Load Cell change,BA400,Break Down Call (On Site),#1733885521,Abiral Dulal,Sujan Babu Karki,
2025-10-28 17:40:06,Central Diagnostic Laboratory & Research Center (CDL),"Low contamination leakage, Washing solution not pumping, bottle calibration issu",BA400,Break Down Call (On Site),#1733885520,Abiral Dulal,N/A,
2025-07-04 11:27:36,Central Diagnostic Laboratory & Research Center (CDL),machine observation on site,BA400,Break Down Call (On Site),#1733884973,Samir Paudel,N/A,
2025-09-07 09:38:14,Central Diagnostic Laboratory & Research Center (CDL),Needle bent issue,BA400,Break Down Call (On Site),#1733885299,Samir Paudel,N/A,
2025-07-01 22:18:15,Central Diagnostic Laboratory & Research Center (CDL),observarion of ba400,BA400,N/A,#1733884958,Samir Paudel,N/A,
2026-04-27 10:37:38,Central Diagnostic Laboratory & Research Center (CDL),OVERALL CHECK,BA400,Break Down Call (On Site),#1733886203,Abiral Dulal,N/A,
2025-08-20 11:43:10,Central Diagnostic Laboratory & Research Center (CDL),PMS of the machine,BA400,PMS,#1733885218,Samir Paudel,N/A,
2025-05-18 18:25:44,Central Diagnostic Laboratory & Research Center (CDL),pre instalation visit,BA400,Pre Installation,#1733884712,Prabhakar Neupane,N/A,
2026-01-21 17:27:43,Central Diagnostic Laboratory & Research Center (CDL),pump change,BA400,Break Down Call (On Site),#1733885875,Abiral Dulal,N/A,
2025-10-10 11:11:32,Central Diagnostic Laboratory & Research Center (CDL),QC programming,BA400,Break Down Call (On Call),#1733885458,Abiral Dulal,N/A,
2025-11-30 15:02:23,Central Diagnostic Laboratory & Research Center (CDL),reagent block issue,BA400,Break Down Call (On Site),#1733885667,Abiral Dulal,N/A,
2025-08-05 22:24:03,Central Diagnostic Laboratory & Research Center (CDL),reagent probe change,BA400,Break Down Call (On Site),#1733885141,Samir Paudel,N/A,
2026-05-05 11:27:28,Central Diagnostic Laboratory & Research Center (CDL),return reagent and,BA400,Break Down Call (On Site),#1733886236,Abiral Dulal,N/A,
2025-07-02 18:24:09,Central Diagnostic Laboratory & Research Center (CDL),RUN calibration and qc,BA400,Break Down Call (On Site),#1733884959,Samir Paudel,N/A,
2025-08-27 12:15:23,Central Diagnostic Laboratory & Research Center (CDL),stirrer home error,BA400,Break Down Call (On Site),#1733885246,Sneha,N/A,
2025-07-10 17:56:59,Central Diagnostic Laboratory & Research Center (CDL),stirrer home error,BA400,Break Down Call (On Site),#1733885006,Abiral Dulal,N/A,
2025-06-30 10:22:21,Central Diagnostic Laboratory & Research Center (CDL),user training,BA400,Break Down Call (On Site),#1733884949,Abiral Dulal,N/A,
2024-11-11 09:39:28,Changunarayan Hospital,Installation of machine,Z50,Installation,#2990401,Samir Paudel,N/A,
2025-03-06 17:49:21,Changunarayan Hospital,z50 check,Z50,Break Down Calls,#1733884410,Samir Paudel,N/A,
2025-02-18 13:08:44,Chetana Swasthya Sewa Kendra,8th PMS of BA200,BA200,PMS,#1733884304,Sneha,N/A,
2024-06-30 10:58:18,Chetana Swasthya Sewa Kendra,Application issue,BA200,Application,#1822453,Prabhakar Neupane,N/A,"BA200 application issue, Reference range for all parameters need to be edited"
2024-07-07 11:35:38,Chetana Swasthya Sewa Kendra,Ba200 baseline error,BA200,Break Down Calls,#9603078,Prabhakar Neupane,N/A,reaction rotor overflow issue
2025-11-06 10:20:41,Chetana Swasthya Sewa Kendra,BILRUBIN QC ISSUE,BA200,Break Down Call (On Call),#1733885555,Sneha,N/A,
2025-02-25 17:20:32,Chetana Swasthya Sewa Kendra,control new lot setup,BA200,Break Down Calls,#1733884358,Sneha,N/A,
2025-02-24 16:45:25,Chetana Swasthya Sewa Kendra,control result,BA200,Break Down Calls,#1733884350,Sneha,N/A,
2025-08-29 14:01:59,Chetana Swasthya Sewa Kendra,leakage from machine,BA200,Break Down Call (On Site),#1733885255,Sujan Babu Karki,Sneha Munankami,
2025-09-14 12:44:37,Chetana Swasthya Sewa Kendra,leakage internal,BA200,Break Down Call (On Site),#1733885315,Abiral Dulal,N/A,
2025-09-02 16:59:48,Chetana Swasthya Sewa Kendra,LEAKAGE ISSUE,BA200,Break Down Call (On Site),#1733885265,Pratikshya Budhathoki,N/A,
2024-08-16 10:54:37,Chetana Swasthya Sewa Kendra,PMS,BA200,Break Down Calls,#4938795,N/A,N/A,
2025-12-25 11:45:24,Chetana Swasthya Sewa Kendra,PMS of the machine,BA200,PMS,#1733885772,Prabhakar Neupane,Abiral Dulal,
2025-01-09 19:15:09,Chetana Swasthya Sewa Kendra,QC REPORT ISSUE,BA200,Break Down Calls,#1733884084,N/A,N/A,
2024-08-20 16:13:42,Chetana Swasthya Sewa Kendra,Rotor Rejection,BA200,Break Down Calls,#9345048,Prabhakar Neupane,N/A,
2025-07-17 17:41:31,Chetana Swasthya Sewa Kendra,sample arm loss,BA200,Break Down Call (On Site),#1733885039,Samir Paudel,Nishen Adhikari,
2024-10-21 17:26:23,Chetana Swasthya Sewa Kendra,water tank impossible to fill in,BA200,Break Down Calls,#2139234,N/A,N/A,
2024-11-26 15:45:11,Chetana Swasthya Sewa Kendra,PMS of BA200 at Chetana Swasthya Sewa Kendra,BA200,PMS,#1732615211,Abiral Dulal,N/A,
2025-09-18 14:09:42,Chirayu Naitonal Hospital & Medical Institute, pump issue,BA200,Break Down Call (On Site),#1733885335,Samir Paudel,N/A,
2025-02-18 15:15:26,Chirayu Naitonal Hospital & Medical Institute,ba200 spare change,BA200,Break Down Calls,#1733884306,Prabhakar Neupane,N/A,
2025-08-21 16:04:54,Chirayu Naitonal Hospital & Medical Institute,barcode issue,BA200,Break Down Call (On Site),#1733885229,Abiral Dulal,Sujan Babu Karki,
